zeta,g1,c1,reserveratiodem
1.0,0.9300925886931236,0.7847796175146045,1.3658255118380382
1.5,0.9362925351869317,0.7846640165874197,1.4093885932137171
2.0,0.9286375646937671,0.7850146080168876,1.3549506703227863
2.15,0.8599932848534518,0.7538291404871834,1.0284400509858138
